Gene_name,lof_hc_lc.obs,lof_hc_lc.oe,lof_hc_lc.mu,lof_hc_lc.pLI,lof_hc_lc.pNull,lof_hc_lc.pRec,mis.z_raw,syn.oe,syn.z_raw
PLCH1,1068.0,10.90671,3.1906399999999997e-05,0.008941132,0.00023321982,22.99077,181.3974,21.88108,27.62578
PLCH2,1560.0,16.35453,2.501898e-05,8.356400000000654e-06,5.136489,13.86351,-30.6358,23.5164,-109.6865
PLCL1,322.0,4.44588,7.36334e-06,0.0033262219999999,0.0003708589999999,8.9963,46.3197,10.23667,4.074486
PLCL2,19.0,0.282815,8.77174e-06,10.0,7.4555297102e-17,2.6499493899999997e-10,138.301,8.959579999999999,21.1913
PLCXD2,115.0,3.74766,2.30099e-06,4.02398e-05,0.479346,4.52062,5.9806,4.41681,7.339
PLCXD3,108.0,4.55856,1.80078e-06,9.6447e-05,0.744885,5.2550099999999995,0.46662,7.332,-14.9502
PLCZ1,1045.0,21.13161,1.810458e-05,0.5474344036597664,1.7200153,26.73259,-20.698814,33.84432,3.940960000000001
PLD1,345.0,8.45182,8.051543e-06,1.43595729371,0.3403727,13.22366,26.098,15.18078,11.40701
PLD2,500.0,6.79424,1.000847e-05,0.0084988565129861,0.6178512,8.37364,20.22708,11.03484,-0.7523650000000002
PLD3,680.0,14.73542,1.6580407e-05,1.8756582,0.384873,26.73952,61.84813,30.2036,9.5851676
PLD4,569.0,14.1564,6.44083e-06,1.6746000199806138e-07,10.62021,0.3797694,-45.807199999999995,11.4381,-5.42973
PLD5,521.0,10.11053,1.260589e-05,0.22509735828,0.04546893,18.72946,112.03277,21.11096,9.41503
PLD5P1,0.0,0.0,0.0,0.0,0.0,0.0,1.1788,1.0661,-0.37884
PLD6,48.0,2.92056,6.8734e-07,2.485489e-05,1.11926,1.88072,-10.5295,3.9507,-10.7636
PLEC,8217.0,23.43215,0.000164076,7.202652e-14,1.87429260186e-09,36.0,-264.9683,45.9671,-526.564
PLEK,28.0,1.0354,1.04018e-06,0.023562,0.024964,1.95148,2.746,1.82026,1.85558
PLEK2,65.0,2.6968300000000003,2.75615e-06,0.023789786,0.301312,3.67491,10.57757,5.4975,4.38913
PLEKHA1,1706.0,41.7969,4.300791e-05,0.012005807928,1.912865,59.07509,37.49012,53.31618,90.68995
PLEKHA2,282.0,6.92389,1.059706e-05,0.034218503,0.1238904,11.84192,53.139,11.70719,3.60791334
PLEKHA3,49.0,2.11707,2.02297e-06,0.2584889,0.1809274,3.56059,17.3951,4.09599,6.94112
PLEKHA4,778.0,11.87686,1.755568e-05,0.0004822300320002,0.8047268000000001,15.19481,12.53269,16.09607,10.23319
PLEKHA5,769.0,16.00011,7.6399308e-05,73.91906,0.0646150579479443,1.01640284882,168.85675999999998,77.5711,-15.246498
PLEKHA6,1594.0,17.08756,3.8863996e-05,0.32640302509148,0.1083262189999999,29.56532,56.30218,26.17479,78.0433
PLEKHA7,2208.0,16.98804,4.713888e-05,0.2875520722111261,0.345148889445,28.3673,59.1435,27.92257,24.83588
PLEKHA8,540.0,11.58716,1.079407e-05,0.04262168238,0.062975,20.89442,66.7607,23.94641,-7.071909
PLEKHB1,530.0,19.46197,9.91016e-06,0.24959931153002,6.642937,16.10747,16.937255999999998,23.29395,-2.4899
PLEKHB2,358.0,22.67831,1.159225e-05,0.09889648,4.06465,26.83648,43.99853,28.93897,13.956258
PLEKHD1,225.0,3.75371,3.32408e-06,1.447726572e-08,0.242806,4.7572,15.6623,4.64017,5.15715
PLEKHF1,73.0,4.57141,1.04137e-06,0.662637733,0.762506,5.574870000000001,-10.88923,7.355840000000001,-5.0291570000000005
PLEKHF2,12.0,0.7623,7.5639e-07,2.70141,0.0032229,0.295374,20.7102,2.46159,5.6391
PLEKHG1,512.0,7.19637,1.308186e-05,0.1084987246,0.27534111787,13.6162,69.9921,13.33741,29.37885
PLEKHG2,1064.0,15.22525,2.8769658e-05,0.3871209400007406,1.52950487,19.08336,23.644694,21.52473,-5.429391
PLEKHG3,1053.0,12.45939,2.263997e-05,0.0769380111451443,0.35569136,17.56736,66.3801,16.92284,24.41992
PLEKHG4,981.0,10.15429,2.2826465e-05,1.8746330000004217,0.5600116708,16.56541,84.1825,17.1717,63.87846
PLEKHG4B,814.0,7.64822,1.388949e-05,3.9124e-10,7.0772200000000005,0.922799,-18.8968,8.4395,-10.96679
PLEKHG5,1191.0,15.07955,2.8766872e-05,0.1179581467592239,0.587076744,24.29495,41.62661,30.37131,-43.76591
PLEKHG6,1396.0,18.58909,3.704534e-05,1.2230000000499122e-08,16.69372,2.306264,-38.98543,22.0821,-57.4353
PLEKHG7,181.0,6.51882,3.0326100000000003e-06,0.0002241676,2.83915,4.16063,3.84934,7.60437,1.4508260000000002
PLEKHH1,709.0,7.08614,1.46512e-05,1.358924302299e-12,0.0333181,9.96669,66.6067,12.413,20.04889
PLEKHH2,532.0,4.15931,9.7141e-06,2.0141998224268e-14,0.00302627,5.99698,-33.7702,8.77465,-13.28061
PLEKHH3,529.0,8.88897,5.64501e-06,6.792500001913266e-07,3.77415,6.22585,-43.4423,11.49522,-12.2579
PLEKHJ1,229.0,12.58617,2.87869e-06,3.1781451549e-05,7.08666,3.91331,-46.4052,16.643900000000002,-47.9008
PLEKHM1,340.0,5.3968300000000005,8.96739e-06,13.843045,0.1697935261811041,1.9871703502,179.6622,15.83415,88.27741999999999
PLEKHM2,572.0,7.14015,8.043030000000001e-06,6.777714299999999e-20,4.10118,3.89882,11.9455,8.8102,-17.7298
PLEKHM3,408.0,5.86777,1.188411e-05,0.0167677447,0.003197363,10.98002,59.2222,10.2154,13.898608
PLEKHN1,896.0,15.42282,1.284938e-05,9.434700000001972e-07,13.17324,0.8267639,-108.7599,18.5355,-78.7652
PLEKHO1,99.0,3.87383,4.01087e-06,0.373784,0.096451,7.52975,3.926854,7.81379,2.10046
PLEKHO2,90.0,2.2069799999999997,2.73718e-06,0.00147596,0.020604,3.97792,10.6358,3.9012,1.54026
PLEKHS1,718.0,22.01729,9.99191e-06,0.0186164436398785,14.83554,6.145854,28.65045,20.2188,7.584401
PLET1,40.0,1.99546,5.049e-07,2.5838e-07,0.89396,1.10604,0.050512,1.8724,1.24418
PLG,79.0,2.23496,2.69733e-06,0.86169,0.1603364834,3.97798,8.825664,4.832050000000001,2.715242
PLGRKT,54.0,8.5936,4.6754e-07,3.78302e-05,3.2618799999999997,1.7380600000000002,-12.6832,5.5495,-2.185276
PLIN1,214.0,5.9398,5.68297e-06,0.0001517000005064,3.0745000000000005,2.9253400000000003,-30.94281,7.8079,-24.882600000000004
PLIN2,160.0,6.98559,1.99553e-06,4.891631509994e-06,3.80251,2.19749,-13.2243,5.6107,3.2902899999999997
PLIN3,266.0,7.85311,4.790558e-06,0.995229000208121,2.4158634,6.58892,0.50932,10.00942,1.07581
PLIN4,745.0,14.09,7.32731e-06,7.324526e-27,10.98628,0.01370494,-42.4668,13.7005,-68.5993
PLIN5,84.0,2.73551,1.468143e-06,1.1223500000000004,1.930981,0.946676,-9.84336,4.27778,-5.64968
PLK1,10.0,0.195434,1.7006299999999998e-06,3.8927,0.0035039000000072,0.1037950156815999,28.1651,4.51037,6.098113
PLK2,78.0,1.40726,3.82592e-06,3.21946,2.7866088e-05,0.780527,33.4146,4.4092,-6.504
PLK3,80.0,1.17756,2.1646e-06,2.4624e-07,0.0013098,1.99868,4.9072,2.1002,-1.86386
PLK4,212.0,5.06107,9.076485e-06,2.086543,0.04135006,9.87209,34.420339999999996,11.64834,4.482068
PLK5,243.0,7.44387,3.63128e-06,1.6646931999999998e-08,3.35043,4.649570000000001,-17.1998,9.0675,-14.0434
PLLP,57.0,4.84155,1.13034e-06,0.006996876,1.5259699999999998,3.4670300000000003,-4.865,5.238659999999999,-2.5041
PLN,0.0,0.0,3.8224e-08,0.80814,0.20104,0.9908,-2.288,3.4512,-1.91336
PLOD1,205.0,3.67802,4.7501000000000005e-06,0.0007479400000108,0.265795,4.73346,11.8088,5.3288,-4.64717
PLOD2,181.0,8.2937,6.2112899999999994e-06,0.01811891568,2.0729,7.90896,9.06828,10.77626,4.295372
PLOD3,214.0,4.77401,4.32177e-06,0.0086167141681747,1.016942,4.9744399999999995,-1.5866,9.2104,-12.29583
PLPBP,163.0,6.7339400000000005,4.32061e-06,0.00694818026,1.044511,7.94854,15.56945,9.77058,3.416030000000001
PLPP1,107.0,3.62863,2.74304e-06,6.575146e-05,0.408384,4.59154,8.19616,6.6183,-6.15153
PLPP2,242.0,8.00188,7.89317e-06,2.94636578e-05,1.577768,8.4222,4.0737879999999995,10.11387,-1.969098
PLPP3,12.0,0.40838,1.16008e-06,1.9972,1.11342e-06,0.0028076,10.9334,1.8542,1.8668
PLPP4,254.0,13.28582,7.2885e-06,0.19678041,1.973545,16.82966,78.2967,17.72582,12.28119
PLPP5,678.0,34.2494,8.323789999999999e-06,1.0670751993208642e-06,21.64879,4.3512026,-22.697419999999997,33.551,-57.94505
PLPP6,32.0,2.4018,4.0926e-07,9.014e-07,1.1834,0.8166,-15.8194,2.6934,-8.9832
PLPP7,46.0,3.859480000000001,1.36548e-06,0.05703506,0.886061,4.05691,0.1073500000000001,6.882,-8.9994
PLPPR1,37.0,1.38756,2.25826e-06,4.54004,0.012772024,0.447186,28.4977,4.31218,5.8197
PLPPR2,119.0,3.5138,7.41902e-06,12.48678,0.0155698194199999,0.4976522,58.9863,11.77591,16.19884
PLPPR3,171.0,6.6603200000000005,2.14252e-06,0.0625470001370492,3.89518,3.0422700000000003,-77.06762,10.6331,-66.8897
PLPPR4,102.0,2.02433,3.47406e-06,1.77351,0.000431196,3.22605,41.6228,4.74239,4.63299
PLPPR5,104.0,3.34014,6.29296e-06,2.370924,0.01759457,5.61148,46.6725,8.3084,-3.793215
PLRG1,16.0,0.94504,1.22684e-06,3.77036,0.0017534,0.227872,32.288399999999996,4.93271,0.471046
PLS1,114.0,5.21567,6.333890000000001e-06,4.65238,0.0868148,8.26083,47.8417,10.18675,25.9857
PLSCR1,64.0,5.2915,2.10031e-06,8.42418,0.3601811,6.2157100000000005,28.8257,12.82762,16.72915
PLSCR2,180.0,16.27069,7.347131e-06,0.6949339,3.384564,18.92052,35.44111,21.69363,19.82962
PLSCR3,189.0,7.84507,9.40868e-06,1.1961039,0.3560171,13.44789,5.652996,18.1458,-21.40252
PLSCR4,161.0,8.48905,6.826857e-06,7.537385,0.3585772,13.10399,29.2648,18.47844,24.42282
PLSCR5,232.0,9.6119,2.7707e-06,1.398108e-17,5.96145,0.038532,-18.6589,8.2925,-22.9443
PLTP,362.0,6.9356800000000005,6.35311e-06,8.4240453e-09,0.6501790000000001,8.3498,22.1294,8.46659,8.26522
PLVAP,94.0,3.23944,1.536041e-06,0.0182251835703,0.64397,3.33778,4.75474,3.85477,1.01732
PLXDC1,127.0,5.18488,2.97164e-06,0.0026479583,0.783559,6.21378,18.72159,7.85818,12.46259
PLXDC2,158.0,2.88844,5.202299999999999e-06,3.89074e-05,0.00997994,4.98998,2.90607,5.1261,-1.79569
PLXNA1,163.0,1.16334,4.41031e-06,1.6727,0.0011208000000561,1.32618,25.7301,2.97524,1.43581
PLXNA2,327.0,1.7596,7.821e-06,0.002047379,1.336228e-11,3.99794,47.923,3.65641,11.2073
PLXNA4,352.0,3.12537,1.464214e-05,9.14282,0.00201492,1.855180000000019,130.753,11.5991,-13.49902
PLXNB1,1388.0,6.818,2.31687e-05,1.06758e-12,5.27586e-10,13.0,118.4883,13.99598,0.9752
PLXNB2,2344.0,14.80127,6.797086e-05,0.6209194599,0.2242910000597216,31.15485,271.8593,34.822179999999996,-93.085278
PLXNC1,326.0,4.80243,5.783913e-06,1.79866426,0.1350767568,9.06629,74.6597,12.39909,-14.463825
PLXND1,266.0,2.65791,8.964680000000001e-06,7.51943,0.033529927662,1.447036446358779,62.15262,11.58944,-17.119313
PM20D1,94.0,1.79186,1.38214e-06,1.18708e-14,0.8303,1.1697,4.5058,1.95798,0.64696
PM20D2,177.0,6.51682,2.02643e-06,3.8571021e-05,1.56005,6.439909999999999,3.1533999999999995,9.0927,-13.8597
PMAIP1,73.0,9.06128,1.409732e-06,0.016095876,2.80505,5.17886,-11.1344,8.65173,-3.00777
PMCH,15.0,1.44349,3.8712e-07,0.44983,0.177605,2.37257,5.1935,3.3581,-2.57696
PMEL,697.0,14.01449,9.26264e-06,0.0001512342595975,1.871813,16.12803,74.0266,16.34749,25.96013
PMEPA1,74.0,4.73691,2.35981e-06,4.47197,0.1830908,7.34496,1.951145,15.0632,-35.5136
PMF1,232.0,12.02214,2.89899e-06,6.034739e-05,4.13573,8.86417,-9.84915,14.46017,5.390232
PMF1-BGLAP,174.0,7.1322600000000005,2.98512e-06,4.1771298e-06,2.32692,5.6730599999999995,-7.085156,7.54386,4.40548
PMFBP1,1291.0,13.24706,1.6327322e-05,0.0138506967,7.58767,7.39847,10.32671,18.50648,-13.499960000000002
PML,697.0,12.87604,1.688356e-05,2.9263163588,0.059690937,24.0139574,113.4142,26.89533,1.879046
PMM1,144.0,5.7858,4.63791e-06,0.00166769455,0.752209,7.24612,16.879920000000002,8.10836,9.63717
PMM2,83.0,9.3374,2.01733e-06,1.2765162e-05,4.24985,1.75014,-54.7924,26.9196,-46.679
PMP2,14.0,2.32568,5.33056e-07,0.629564,0.58812,2.78232,-0.758218,4.903980000000001,-2.4569599999999996
PMP22,71.0,4.840708,6.11534e-06,27.2694962,0.174908808,2.5556791,50.62422,34.44782,-28.59096
PMPCA,272.0,8.087769999999999,7.86014e-06,1.5754318e-08,3.0056399999999996,5.99436,0.0346400000000001,10.0594,-15.4097
PMPCB,154.0,4.08257,3.75331e-06,1.28297e-08,0.80621,4.19379,-6.12489,9.44546,-2.6815
PMS1,1342.0,35.76541,2.1866735e-05,0.0834278487141957,9.101249,32.81532,67.200976,41.22105,53.740102
PMS2,663.0,14.2051,2.818686e-05,0.0523750052053,0.2398513,22.70778,45.9812,21.24788,40.4493
PMVK,46.0,2.3913,1.92363e-06,0.558123,0.110184,4.3316799999999995,11.4011,4.82121,1.2539699999999998
PNISR,310.0,7.83315,2.2703819e-05,24.289022,0.40459560732215,2.306434683,87.42208,27.91457,6.8115
PNKD,447.0,13.75205,6.12012e-06,0.0220482130394885,6.43661,8.54134,-6.585248,16.02655,12.32096
PNKP,602.0,17.42118,7.692757e-06,0.189988480230328,9.85917,3.9508478,-81.76218,25.16799,-55.744057999999995
PNLDC1,788.0,10.66376,1.503719e-05,5.6217458726535e-14,5.39728,6.60272,19.88808,16.766000000000002,-16.36082
PNLIP,54.0,1.42676,1.01622e-06,5.9816e-07,0.093964,1.90604,6.5458,1.99068,0.1151
PNLIPRP1,298.0,10.31299,6.0701e-06,2.3019338909052543e-05,6.25593,3.74404,10.16709,12.63405,-5.62766
PNLIPRP2,27.0,0.90032,4.4928e-07,4.1536e-09,0.33194,0.66806,-1.95246,2.203,-2.4236
PNLIPRP3,275.0,7.045999999999999,3.41279e-06,1.9232927844e-15,5.7274,0.272586,-3.2657,6.0775,-0.932476
PNMA1,42.0,1.56298,4.1994e-07,3.5798e-06,0.2667,1.7333,2.6806,1.99962,0.0051346
PNMA2,66.0,2.14905,1.41927e-06,1.15272e-05,0.197538,2.8024500000000003,2.7159299999999997,2.6918100000000003,4.3041
PNMA8A,72.0,3.51316,7.3055e-07,0.0033988219999999,0.522621,4.47397,0.26809,5.4495000000000005,-5.06934
PNMA8B,40.0,1.16918,5.0628e-07,0.000542,0.024788,1.97468,-2.6854,2.0562,-1.02002
PNMT,88.0,5.03078,1.4193199999999998e-06,6.8456663e-05,2.13501,2.8649099999999996,-2.53406,5.15104,-1.70448
PNN,55.0,2.04324,1.731225e-06,1.005844,0.274181962,2.71997,2.96584,4.6797,-7.65505
PNO1,28.0,2.12736,7.8788e-07,0.225196,0.23442,3.5404,4.99361,4.1027,7.6874
PNOC,76.0,4.80794,2.30767e-06,0.2111308,0.564657,7.22422,4.5137100000000006,8.40128,-3.8106
PNP,69.0,3.20067,2.3566e-06,0.117109384,0.349086,4.53381,12.6397,4.373810000000001,5.62483
PNPLA1,444.0,10.04465,1.435539e-05,1.0030553e-06,0.563605,13.43639,24.5306,13.74131,3.82918
PNPLA2,70.0,2.026,1.04718e-06,2.1308e-12,1.35594,0.64406,-11.87,2.807,-13.4882
PNPLA3,135.0,2.69963,2.8451299999999996e-06,2.35437e-13,1.27615,1.72385,-5.18677,4.572,-6.236599999999999
PNPLA5,192.0,5.18418,2.84072e-06,2.76361940134364e-06,2.207978,3.79201,-16.6367,6.2219999999999995,-3.05433
PNPLA6,1138.0,16.88765,2.0779635e-05,0.04296964273,3.170296,15.78675,123.2732,21.488,-23.88025
PNPLA7,1189.0,8.07831,1.2741e-05,2.5417000000000002e-30,7.84616,0.15383658,15.0091,9.61452,-17.24863
PNPLA8,344.0,9.58625,9.2503e-06,1.4892509548,0.2767425,16.23397,15.92014,17.88365,1.3836179999999998
PNPO,254.0,10.28971,4.11934e-06,4.243740360400001e-06,5.75199,4.24801,10.72277,17.09881,-3.882254
PNPT1,161.0,2.85232,4.22483e-06,0.004308772,0.227972087,4.76772,1.4886400000000002,10.02665,-10.65705
PNRC1,17.0,1.13755,7.0786e-07,2.86562,0.0196075,1.114761,-8.64238,4.43076,-5.974819999999999
PNRC2,5.0,0.429025,7.25938e-07,5.7209900000000005,0.1961108499999999,1.082915,8.61548,4.2287,5.74038
POC1A,258.0,8.50746,7.0365e-06,0.00520191778,0.505884,12.4889,41.784,10.14612,35.2068
POC1B,138.0,4.33764,3.41595e-06,0.00035304974,0.433546,5.56611,4.55152,9.79827,4.54966
POC1B-GALNT4,75.0,2.94325,2.1247110000000003e-06,0.003055449,0.3780464,3.61889,-6.4246,4.442,-3.22534
POC5,445.0,12.93096,8.933618e-06,0.4765888552989,2.21501,14.30839,-19.31065,17.94031,-7.13095
PODN,451.0,9.78816,1.008695e-05,0.0003672357023718,1.7333029999999998,10.26632,41.8309,12.7813,-12.768
PODNL1,915.0,32.1305,1.4070782e-05,0.0078465858958705,21.87999,4.1121745,-99.0352,34.5708,-120.55
PODXL,76.0,1.64992,4.2236e-06,1.02908,0.00080744,2.97012,12.7564,5.2278,-3.69082
PODXL2,30.0,0.67914,7.8684e-07,1.89616,1.22208e-05,0.103826,5.2804,2.0804,-1.34566
POFUT1,48.0,1.66268,2.46208e-06,0.99702,0.02138958,2.98158,3.63294,4.306839999999999,-2.9057788
POFUT2,398.0,12.32952,1.141258e-05,1.651959781,0.6460059,19.70203,14.45437,27.2732,-52.19195
POGK,157.0,3.1029,8.96601e-06,9.33762,0.003798624395,0.6585671399999999,102.7205,8.46813,25.6227
POGLUT1,80.0,3.48336,3.3879e-06,0.5125294,0.130277,6.35718,25.3317,11.7606,-4.750932
POGLUT2,112.0,3.31432,2.3470299999999997e-06,4.5964677e-06,0.77615,3.22384,7.0466999999999995,3.4201,6.8085
POGLUT3,224.0,6.1942200000000005,3.56749e-06,0.0005293371028231,2.43496,4.56451,-0.2777200000000004,7.39881,7.389950000000001
POGZ,324.0,4.78189,4.7081474e-05,25.23776,0.3581900074584,2.404058091000006,275.838,29.15274,-2.6559553
POLA2,198.0,4.54083,7.67281e-06,0.2497039,0.10149362,8.64879,31.15421,9.61662,6.67896
POLB,34.0,11.43928,6.881170000000001e-07,1.479025,2.78203,9.73899,14.8128,6.816,5.28872
POLD1,1218.0,12.97826,2.0381929999999997e-05,8.017462000026748e-07,0.8244322,16.17556,62.27386,21.2538,-50.57979
POLD2,335.0,9.13465,6.89932e-06,0.0949829960932,0.911849,11.99318,71.4684,11.34705,22.50295
POLD3,30.0,1.89439,2.876883e-06,9.97456,0.1847538739999999,1.8406977,8.75686,10.31622,14.196981
POLD4,46.0,6.09231,8.04906e-07,0.3848665,1.44558,6.16957,-2.8022400000000003,7.455,-1.0122
POLDIP2,72.0,2.7078,2.4571599999999997e-06,0.0010764362,0.247492,3.75142,11.875,4.3596,-3.82906
POLDIP3,116.0,3.1975,6.79097e-06,8.442730000000001,0.01792261476,1.5393496,15.60892,12.33957,-4.454881
POLE,1101.0,4.61332,1.41628e-05,5.136700000000045e-16,1.24267541e-05,6.99999,55.93881,13.15997,-1.9560863
POLE2,70.0,21.2144,7.65256e-07,0.0512423,5.11606,7.83269,-53.24266,24.3387,-47.1253
POLE3,32.0,2.54972,6.5268e-07,0.048832,0.398776,3.5524,3.25744,4.832,-6.6432
POLE4,18.0,2.7282,2.6016e-07,0.00021588,0.9555,1.04428,-16.3586,3.2534,-8.1036
POLG,587.0,8.98761,9.10035e-06,0.1373882423,1.2843817,9.57822,-11.91843,22.35613,-35.46721
POLG2,63.0,2.55287,1.7867600000000002e-06,0.0009808400879999,0.64729,2.35173,2.7836209999999997,5.7534600000000005,0.946456
POLH,341.0,6.88589,6.555e-06,0.07796117330338,0.4031449,9.5189,37.20384,8.92398,17.035148
POLI,423.0,24.89581,6.963928e-06,0.8482842922964114,10.889311,12.26242,-34.996990000000004,25.52127,-13.31695
POLK,252.0,7.88959,6.01736e-06,0.00206155608,0.8649990000000001,10.13293,35.6729,16.05008,15.36115
POLL,1589.0,35.53936,3.881795e-05,0.0005401631505847,2.885485,46.11399,188.6245,47.39061,22.9544566
POLM,384.0,8.31878,7.7366e-06,5.847700019024767e-05,4.1940100000000005,4.805929,-26.10246,17.11401,-23.85232
POLN,278.0,3.30958,4.17148e-06,2.9716000081675005e-13,0.709777,3.29022,4.7194,3.80789,3.36269
POLQ,306.0,1.79512,3.661e-06,3.3611999999999996e-46,1.73226,0.26774,8.9844,1.83088,4.8792
POLR1A,216.0,1.1912,6.1477e-06,2.26402,2.233956e-13,0.735972,41.6189,4.37207,10.983
POLR1B,412.0,5.25496,2.323936e-05,16.5279,0.0418697820006096,1.430228754417,210.7481,19.86271,32.93651
POLR1C,403.0,12.37848,9.42708e-06,0.0001214614582625,6.45057,6.54931,-20.7838,13.73612,13.38035
POLR1D,129.0,23.22124,3.336649e-06,0.04782224,5.37319,11.57902,-6.796519999999999,22.48378,4.981339999999999
POLR1E,151.0,3.51443,2.99938e-06,4.285804e-11,1.28226,2.71774,16.7184,4.43454,7.81916
POLR1F,52.0,1.74718,5.723e-07,2.754e-08,0.54546,1.45454,-0.7979,2.035,-0.44104
POLR1G,144.0,5.1533,2.207852e-06,0.082631523135447,1.73675,4.18062,5.98495,5.3008299999999995,6.70168
POLR1H,24.0,1.65946,2.0263e-06,7.52846,0.00547226,0.466066,42.0064,5.45552,19.7296
POLR2A,48.0,0.28603,4.309e-06,2.0,4.8437e-42,1.09738e-23,50.418,2.3034,-9.5494
POLR2B,187.0,3.27184,7.28642e-06,2.64682,0.037938653,6.31523,131.4714,7.87488,11.4941
POLR2C,54.0,1.57934,1.51252e-06,8.8446e-08,0.25244,1.74756,10.817,3.15222,0.4898000000000002
POLR2D,29.0,3.42217,8.4879e-07,0.0282813,0.90475,3.06695,12.2278,3.84071,0.718431
POLR2E,273.0,10.61148,5.18719e-06,2.75585257303e-07,6.51487,3.48513,0.2024300000000001,20.6927,-59.2316
POLR2F,125.0,8.49613,7.551597e-06,1.05824528,1.108937,12.83283,30.19369,16.86661,2.070721
POLR2G,44.0,2.61498,9.819e-07,0.000240572,0.66823,2.33153,24.3513,6.23975,3.39785
POLR2H,30.0,2.91904,3.0617449e-06,19.429388,0.998733,10.57186,111.6083,28.81268,12.42034
POLR2I,30.0,1.22672,6.5668e-07,0.00187248,0.074578,1.92356,13.89072,4.73203,0.8751399999999998
POLR2J,58.0,6.519,1.16571e-06,7.6744e-05,2.67474,2.32518,19.7056,3.97793,6.4042200000000005
POLR2J2,0.0,0.0,2.3846e-08,0.43818,0.088993,0.47283,0.0,0.0,0.0
POLR2J3,0.0,0.0,2.55589e-07,3.4989999999999997,0.1461,1.35488,52.8406,0.0,30.2997
POLR2L,10.0,2.2608,1.50962e-07,0.013121,0.59828,1.3886,-5.3739,4.7517000000000005,-10.6905
POLR2M,113.0,4.9406,2.393041e-06,0.00738970669814,2.14356,2.84905,-2.93013,8.26712,0.4283099999999999
POLR3A,186.0,1.40722,3.1894e-06,1.18132e-21,0.00084846,1.99916,23.3737,2.57494,7.4339
POLR3B,305.0,4.05238,7.412009999999999e-06,0.0002930900047701,0.0792521,5.92045,51.2982,5.3255099999999995,11.2023
POLR3C,98.0,4.90554,2.41462e-06,0.00262385,0.654094,6.34329,13.5195,8.0053,-9.10069
POLR3D,147.0,3.97728,4.29173e-06,2.12402268e-10,2.45548,1.54452,-6.11902,5.981,-9.5387
POLR3E,403.0,6.261033,1.100144e-05,5.193821,0.018808439,11.787359,62.97897,18.9034,7.445965999999999
POLR3F,34.0,2.77977,1.36434e-06,0.252534,0.363407,4.38405,14.2462,3.3801,9.4994
POLR3G,259.0,11.12846,2.627796e-06,0.52363885517,2.46776,12.00861,21.50045,15.02561,6.42824
POLR3GL,114.0,4.02618,3.73586e-06,2.40029e-06,0.79122,4.20878,10.6387,5.2425999999999995,-2.1601
POLR3H,150.0,6.664490000000001,2.89981e-06,0.0216516,0.454517,10.52384,0.8563670000000001,16.5272,-23.57293
POLR3K,20.0,1.53904,4.245e-07,0.0024608,0.3296,1.66794,1.06052,2.1014,-0.74074
POLRMT,386.0,4.83723,3.97897e-06,0.00036234752,3.433945,1.56568,-51.7408,9.4503,-50.7071
POM121,713.0,12.41054,2.46503e-05,0.1245889,0.005534799,25.86994,158.3522,22.1944,73.8293
POM121C,70.0,1.89156,2.96128e-06,3.38627,0.0913055676999999,1.522435,36.64196,4.2583,13.42465
POM121L12,40.0,1.78982,7.3852e-07,1.04512e-06,0.58224,1.41776,-12.9884,2.7318,-9.9196
POM121L2,84.0,2.09205,1.327185e-06,0.0740620002278,0.205312,2.72063,9.1824,2.58598,5.131600000000001
POMC,211.0,11.3205,1.96871e-06,3.862329999999999e-09,7.20277,1.79723,-39.982800000000005,10.0378,-13.0837
POMGNT1,1198.0,11.76342,3.15884e-05,5.104912400000001e-12,0.007049218,17.99299,133.0003,24.74716,53.30019
POMGNT2,275.0,10.07281,2.7366899999999997e-06,1.34563e-07,3.88421,7.11579,28.8431,10.92234,1.29096
POMK,161.0,7.60597,4.52787e-06,0.0314326081999999,1.436413,8.53219,21.85758,14.76334,5.01436
POMP,20.0,1.89066,3.7147e-07,0.070518,0.32839,2.6011100000000003,7.1887,2.56429,2.7344999999999997
POMT1,3604.0,45.58001,8.2082332e-05,0.3028819156775947,15.003336,38.69377,142.42684,69.81671,68.914372
POMT2,675.0,12.28976,1.253488e-05,0.3485099230000039,1.6232951,14.02817,-11.265462,43.07353,-26.72127295
POMZP3,57.0,4.32897,1.24056e-06,0.965280364,1.17690211,3.857793,24.0657,4.99939,14.6206
PON1,76.0,1.7947,1.8168e-06,5.0824e-12,0.75368,1.24632,4.22488,2.91652,1.48832
PON2,257.0,10.08302,4.21647e-06,0.021688187133,1.83408,11.14423,37.07735,17.0502,7.398961
PON3,146.0,4.2021,1.58867e-06,2.177725e-12,2.82962,1.170376,1.5725599999999995,6.88514,2.5603200000000004
POP1,440.0,4.58091,7.50536e-06,6.138411467663499e-06,0.1020891699999999,6.8979,37.837599999999995,6.33138,13.24538
POP4,123.0,5.33446,2.10181e-06,6.99430365575e-05,2.87519,2.124744,-1.1799,6.65959,1.58839
POP5,77.0,3.90661,1.80649e-06,0.0046180102,0.8463700000000001,4.14903,4.587859999999999,5.2614,-2.10142
POP7,18.0,1.99903,4.4934e-07,0.068951,0.40144,2.5296000000000003,6.4633,2.94578,0.50371
POPDC2,132.0,4.42084,3.2095600000000003e-06,1.50922e-05,0.499808,5.5001999999999995,18.2375,6.81869,2.46594
POPDC3,97.0,4.3156,3.20767e-06,0.003942355,0.543805,5.45227,14.3737,5.45735,5.97912
